Date,Price,Open,High,Low,Vol.,Change %
2000-03-29,105.92,105.57,106.25,105.37,2.62K,0.73%
2000-03-30,105.2,105.81,105.88,105.14,0.66K,-0.68%
2000-03-31,105.16,105.16,105.47,104.84,0.67K,-0.04%
2000-04-03,105.21,105.31,105.82,105.1,0.39K,0.05%
2000-04-04,104.85,105.53,105.85,103.85,2.58K,-0.34%
2000-04-05,105.05,104.97,105.2,104.4,0.77K,0.19%
2000-04-06,105.19,105.2,105.4,105.0,0.54K,0.13%
2000-04-07,105.75,105.2,105.79,105.18,0.63K,0.53%
2000-04-10,105.39,105.78,105.82,105.3,0.27K,-0.34%
2000-04-11,105.61,105.3,105.85,105.25,1.13K,0.21%
2000-04-12,105.73,105.58,106.08,105.48,1.03K,0.11%
2000-04-13,105.92,105.52,106.1,105.5,1.91K,0.18%
2000-04-14,105.46,106.0,106.13,105.2,2.54K,-0.43%
2000-04-17,105.92,105.09,105.92,104.75,1.97K,0.44%
2000-04-18,106.43,106.32,106.59,106.06,2.64K,0.48%
2000-04-19,106.94,106.5,107.24,106.26,1.39K,0.48%
2000-04-20,107.27,106.89,107.32,106.8,0.71K,0.31%
2000-04-24,107.07,106.87,107.14,106.62,0.41K,-0.19%
2000-04-25,108.54,107.11,108.83,107.05,2.28K,1.37%
2000-04-26,108.4,108.44,108.73,108.19,0.41K,-0.13%
2000-04-27,109.43,108.33,109.8,108.29,2.21K,0.95%
2000-04-28,109.99,109.35,110.15,109.35,0.67K,0.51%
2000-05-01,109.5,109.68,110.1,109.45,1.45K,-0.45%
2000-05-02,110.13,109.43,110.45,109.38,2.73K,0.58%
2000-05-03,111.15,109.88,111.63,109.88,1.71K,0.93%
2000-05-04,111.7,111.15,112.0,111.16,0.86K,0.49%
2000-05-05,111.2,111.45,111.8,110.81,0.99K,-0.45%
2000-05-08,111.32,111.18,111.7,110.78,0.64K,0.11%
2000-05-09,110.64,111.16,111.45,110.47,1.56K,-0.61%
2000-05-10,110.72,110.51,110.73,110.16,1.08K,0.07%
2000-05-11,111.4,111.05,111.42,110.55,0.65K,0.61%
2000-05-12,109.75,111.13,111.25,109.62,1.13K,-1.48%
2000-05-15,110.4,109.72,110.46,109.78,0.40K,0.59%
2000-05-16,111.23,110.72,111.25,110.58,0.86K,0.75%
2000-05-17,111.99,111.6,112.5,111.37,1.57K,0.68%
2000-05-18,112.09,111.9,112.35,111.77,0.25K,0.09%
2000-05-19,111.35,111.93,112.66,111.16,1.00K,-0.66%
2000-05-22,110.98,111.4,111.56,110.75,0.99K,-0.33%
2000-05-23,111.05,111.06,111.36,110.08,1.28K,0.06%
2000-05-24,111.12,110.92,111.19,110.62,0.59K,0.06%
2000-05-25,110.63,111.35,111.85,110.62,1.87K,-0.44%
2000-05-26,109.0,110.58,110.7,108.92,2.10K,-1.47%
2000-05-30,108.85,108.88,109.0,108.14,3.10K,-0.14%
2000-05-31,108.69,109.09,109.4,108.6,0.86K,-0.15%
2000-06-01,108.98,108.54,109.35,108.52,0.32K,0.27%
2000-06-02,108.04,109.01,108.85,107.4,2.13K,-0.86%
2000-06-05,107.37,107.65,107.97,107.35,0.95K,-0.62%
2000-06-06,106.52,107.55,107.57,106.2,1.42K,-0.79%
2000-06-07,106.15,106.54,106.74,106.03,0.86K,-0.35%
2000-06-08,106.73,106.33,107.08,105.5,1.26K,0.55%
2000-06-09,106.92,106.82,107.58,106.66,0.37K,0.18%
2000-06-12,106.93,107.02,107.26,106.68,0.35K,0.01%
2000-06-13,106.42,106.86,106.68,106.15,0.24K,-0.48%
2000-06-14,106.44,106.45,106.56,106.12,0.15K,0.02%
2000-06-15,106.83,106.57,107.04,106.78,2.10K,0.37%
2000-06-16,105.9,106.78,106.85,105.9,0.18K,-0.87%
2000-06-19,106.3,105.94,106.3,105.9,0.07K,0.38%
2000-06-20,106.35,106.37,106.72,106.26,0.06K,0.05%
2000-06-21,107.35,106.68,107.4,107.24,0.29K,0.94%
2000-06-22,107.4,107.1,107.64,106.9,0.67K,0.05%
2000-06-23,107.72,107.43,107.88,107.07,0.26K,0.30%
2000-06-26,107.77,107.68,108.26,107.6,0.27K,0.05%
2000-06-27,106.98,107.85,107.85,106.97,0.67K,-0.73%
2000-06-28,107.19,107.06,107.6,106.96,0.26K,0.20%
2000-06-29,106.56,107.26,107.3,106.3,0.49K,-0.59%
2000-06-30,106.58,106.55,106.75,106.09,0.45K,0.02%
2000-07-03,106.66,106.63,106.97,106.57,0.14K,0.08%
2000-07-05,106.8,106.58,106.98,106.46,0.26K,0.13%
2000-07-06,107.14,106.84,107.2,106.44,0.65K,0.32%
2000-07-07,107.34,107.11,107.4,106.82,0.43K,0.19%
2000-07-10,106.65,107.18,107.18,106.64,0.38K,-0.64%
2000-07-11,106.8,106.63,107.07,106.56,0.62K,0.14%
2000-07-12,107.82,106.8,108.0,106.95,1.56K,0.96%
2000-07-13,108.27,107.92,108.59,107.88,1.07K,0.42%
2000-07-14,108.18,108.25,108.64,108.02,0.73K,-0.08%
2000-07-17,108.45,108.08,108.6,108.05,0.37K,0.25%
2000-07-18,109.06,108.34,109.45,108.27,1.00K,0.56%
2000-07-19,109.31,109.32,109.65,109.1,0.75K,0.23%
2000-07-20,108.34,109.08,109.57,108.3,1.25K,-0.89%
2000-07-21,108.22,108.34,108.65,108.04,0.37K,-0.11%
2000-07-24,108.44,108.22,108.63,108.22,0.49K,0.20%
2000-07-25,108.09,108.45,108.45,107.75,0.44K,-0.32%
2000-07-26,107.89,108.0,108.05,107.65,0.28K,-0.19%
2000-07-27,108.65,107.74,108.75,107.74,0.56K,0.70%
2000-07-28,109.52,108.7,109.68,108.54,1.14K,0.80%
2000-07-31,109.37,109.48,109.7,109.15,0.47K,-0.14%
2000-08-01,109.88,109.28,110.04,109.1,0.77K,0.47%
2000-08-02,110.48,110.3,110.57,109.95,0.70K,0.55%
2000-08-03,110.8,110.16,111.4,110.12,0.82K,0.29%
2000-08-04,110.72,110.76,111.24,110.44,0.70K,-0.07%
2000-08-07,110.61,110.63,110.89,110.43,1.09K,-0.10%
2000-08-08,111.17,110.61,111.4,110.61,0.45K,0.51%
2000-08-09,111.3,111.08,111.58,111.13,0.65K,0.12%
2000-08-10,110.74,111.11,111.14,110.53,0.40K,-0.50%
2000-08-11,111.06,110.66,111.15,110.15,0.50K,0.29%
2000-08-14,111.01,111.04,111.4,110.86,0.22K,-0.05%
2000-08-15,110.35,110.85,110.9,110.28,0.56K,-0.59%
2000-08-16,110.09,110.4,110.83,110.09,0.82K,-0.24%
2000-08-17,110.01,110.1,110.44,109.94,0.45K,-0.07%
2000-08-18,110.93,110.03,110.94,110.03,1.42K,0.84%
2000-08-21,111.37,110.77,111.45,110.78,0.43K,0.40%
2000-08-22,111.65,111.33,111.89,111.26,0.87K,0.25%
2000-08-23,111.33,111.71,112.05,111.3,0.60K,-0.29%
2000-08-24,111.14,111.22,111.38,110.9,0.61K,-0.17%
2000-08-25,111.24,111.19,111.56,110.78,0.29K,0.09%
2000-08-28,111.4,111.15,111.49,111.03,0.38K,0.14%
2000-08-29,112.15,111.35,112.22,111.41,0.60K,0.67%
2000-08-30,112.08,112.1,112.65,112.03,0.36K,-0.06%
2000-08-31,112.57,111.99,112.88,111.8,0.93K,0.44%
2000-09-01,111.33,112.3,112.45,111.2,0.13K,-1.10%
2000-09-05,112.4,111.49,112.73,111.5,1.04K,0.96%
2000-09-06,114.1,112.33,114.2,112.33,1.61K,1.51%
2000-09-07,113.68,113.99,114.73,113.43,1.02K,-0.37%
2000-09-08,114.37,113.72,114.83,113.65,1.15K,0.61%
2000-09-11,115.4,114.79,115.53,114.41,2.38K,0.90%
2000-09-12,115.13,115.4,115.59,114.58,1.41K,-0.23%
2000-09-13,115.34,114.94,115.37,114.64,0.63K,0.18%
2000-09-14,115.18,115.46,115.7,114.41,0.32K,-0.14%
2000-09-15,115.97,115.08,115.98,114.75,0.21K,0.69%
2000-09-18,116.01,116.11,116.25,115.8,0.15K,0.03%
2000-09-19,116.13,115.9,116.42,115.75,0.30K,0.10%
2000-09-20,116.14,115.84,116.45,115.7,0.37K,0.01%
2000-09-21,115.0,115.92,116.21,114.92,0.83K,-0.98%
2000-09-22,113.34,114.72,115.03,111.85,2.14K,-1.44%
2000-09-25,113.84,113.24,113.95,113.06,0.45K,0.44%
2000-09-26,113.01,113.64,113.69,112.88,0.42K,-0.73%
2000-09-27,112.87,112.9,113.35,112.5,0.34K,-0.12%
2000-09-28,113.17,112.81,113.28,112.69,0.30K,0.27%
2000-09-29,113.0,113.13,113.72,112.75,0.51K,-0.15%
2000-10-02,113.55,112.87,113.59,112.72,0.58K,0.49%
2000-10-03,114.02,113.5,114.08,113.53,0.34K,0.41%
2000-10-04,113.88,113.75,114.28,113.7,0.26K,-0.12%
2000-10-05,114.54,113.9,114.58,113.59,0.62K,0.58%
2000-10-06,114.6,114.49,114.75,113.99,0.42K,0.05%
2000-10-09,114.52,114.37,114.59,114.44,0.02K,-0.07%
2000-10-10,114.05,114.59,114.7,113.92,0.43K,-0.41%
2000-10-11,114.23,114.0,114.35,113.7,1.18K,0.16%
2000-10-12,114.73,114.43,114.9,114.33,0.71K,0.44%
2000-10-13,115.71,114.85,115.75,114.45,1.05K,0.85%
2000-10-16,116.27,115.6,116.6,115.55,0.94K,0.48%
2000-10-17,115.71,116.2,116.51,115.71,0.55K,-0.48%
2000-10-18,115.71,115.74,117.71,115.37,1.85K,0.00%
2000-10-19,116.85,117.1,117.35,116.77,0.45K,0.99%
2000-10-20,117.06,116.75,117.71,116.4,0.77K,0.18%
2000-10-23,117.44,117.03,117.5,117.03,0.38K,0.32%
2000-10-24,117.34,117.35,117.58,117.06,0.26K,-0.09%
2000-10-25,118.45,117.35,118.57,117.37,1.11K,0.95%
2000-10-26,118.42,118.36,118.9,118.14,0.62K,-0.03%
2000-10-27,117.31,118.23,118.35,116.86,0.75K,-0.94%
2000-10-30,117.2,117.24,117.41,115.97,0.62K,-0.09%
2000-10-31,116.62,117.39,117.55,116.45,0.64K,-0.49%
2000-11-01,115.5,116.52,116.6,115.38,0.93K,-0.96%
2000-11-02,115.55,115.42,115.87,114.98,0.94K,0.04%
2000-11-03,114.87,115.7,115.78,114.05,1.43K,-0.59%
2000-11-06,115.62,114.8,116.0,114.38,0.65K,0.65%
2000-11-07,115.46,115.4,115.87,115.12,0.51K,-0.14%
2000-11-08,116.18,115.5,116.57,114.79,0.60K,0.62%
2000-11-09,115.19,116.18,116.47,115.02,0.83K,-0.85%
2000-11-10,115.75,115.15,115.85,114.93,0.75K,0.49%
2000-11-13,115.55,115.6,115.95,115.4,0.55K,-0.17%
2000-11-14,116.13,115.9,116.3,115.6,0.66K,0.50%
2000-11-15,116.28,116.03,116.47,115.61,0.41K,0.13%
2000-11-16,116.83,116.2,116.88,116.15,0.94K,0.47%
2000-11-17,117.26,116.68,117.28,116.37,0.59K,0.37%
2000-11-20,117.23,117.12,117.62,117.05,0.28K,-0.03%
2000-11-21,117.89,117.03,118.05,116.92,0.75K,0.56%
2000-11-22,117.8,117.81,118.1,117.52,0.35K,-0.08%
2000-11-27,117.0,118.42,118.45,116.94,2.23K,-0.68%
2000-11-28,116.54,117.02,117.22,116.32,0.96K,-0.39%
2000-11-29,116.56,116.52,116.68,115.58,2.00K,0.02%
2000-11-30,115.1,116.63,116.67,114.99,1.61K,-1.25%
2000-12-01,114.74,115.16,115.43,114.6,0.71K,-0.31%
2000-12-04,113.65,114.58,114.76,113.23,0.96K,-0.95%
2000-12-05,114.46,113.87,114.56,113.66,1.39K,0.71%
2000-12-06,113.26,114.48,114.48,113.22,1.17K,-1.05%
2000-12-07,113.51,113.14,113.79,112.82,0.66K,0.22%
2000-12-08,113.97,113.55,114.12,113.25,1.07K,0.41%
2000-12-11,114.23,113.99,114.41,113.68,2.51K,0.23%
2000-12-12,114.23,114.22,114.65,114.15,0.30K,0.00%
2000-12-13,114.69,114.22,115.08,114.15,0.17K,0.40%
2000-12-14,113.41,114.45,113.95,113.33,0.29K,-1.12%
2000-12-15,112.9,113.09,113.13,112.47,0.39K,-0.45%
2000-12-18,113.1,113.0,113.2,112.5,0.09K,0.18%
2000-12-19,113.23,112.96,113.56,112.96,0.08K,0.11%
2000-12-20,111.76,112.91,112.91,111.74,0.90K,-1.30%
2000-12-21,111.34,111.75,111.97,111.07,0.92K,-0.38%
2000-12-22,110.61,111.12,111.25,110.4,1.05K,-0.66%
2000-12-26,110.13,110.24,110.38,110.07,0.41K,-0.43%
2000-12-27,110.16,110.13,110.3,109.9,0.48K,0.03%
2000-12-28,110.29,110.05,110.7,110.05,0.58K,0.12%
2000-12-29,109.28,110.23,110.32,109.27,0.67K,-0.92%
2001-01-02,108.64,109.11,109.48,108.45,1.40K,-0.59%
2001-01-03,110.11,108.41,110.4,108.04,2.08K,1.35%
2001-01-04,108.75,110.21,110.32,108.52,1.04K,-1.24%
2001-01-05,108.48,108.59,109.3,108.32,0.54K,-0.25%
2001-01-08,108.84,108.29,109.2,108.33,0.33K,0.33%
2001-01-09,109.5,109.15,109.9,109.15,0.60K,0.61%
2001-01-10,109.79,109.54,109.95,109.43,0.39K,0.26%
2001-01-11,108.95,110.04,110.13,108.65,0.64K,-0.77%
2001-01-12,109.32,109.03,109.6,108.73,0.93K,0.34%
2001-01-15,109.99,109.92,109.96,109.92,0.12K,0.61%
2001-01-16,110.04,110.13,110.42,109.9,1.03K,0.05%
2001-01-17,110.77,109.97,111.07,110.05,2.51K,0.66%
2001-01-18,109.89,110.63,110.8,109.71,1.30K,-0.79%
2001-01-19,110.65,109.96,110.68,109.52,0.66K,0.69%
2001-01-22,110.21,110.57,111.29,110.1,0.77K,-0.40%
2001-01-23,110.28,110.2,110.38,109.84,0.52K,0.06%
2001-01-24,111.72,110.49,111.86,110.46,1.20K,1.31%
2001-01-25,111.6,111.63,112.6,111.42,1.15K,-0.11%
2001-01-26,111.48,111.31,111.84,110.75,0.75K,-0.11%
2001-01-29,111.82,111.47,111.88,111.22,0.38K,0.30%
2001-01-30,110.97,111.77,112.1,110.88,0.76K,-0.76%
2001-01-31,110.53,110.97,111.1,110.41,1.03K,-0.40%
2001-02-01,109.68,110.3,110.3,109.4,1.84K,-0.77%
2001-02-02,110.3,109.95,110.57,109.6,0.87K,0.57%
2001-02-05,109.95,110.16,110.15,109.5,0.35K,-0.32%
2001-02-06,110.8,109.96,110.94,110.0,0.59K,0.77%
2001-02-07,110.92,110.63,111.27,110.45,0.49K,0.11%
2001-02-08,112.09,111.02,112.25,111.02,1.24K,1.05%
2001-02-09,111.54,111.98,112.5,111.42,0.47K,-0.49%
2001-02-12,111.17,111.63,111.62,111.04,0.57K,-0.33%
2001-02-13,111.97,111.0,112.24,110.98,1.14K,0.72%
2001-02-14,112.03,111.95,112.25,111.77,0.34K,0.05%
2001-02-15,113.26,112.06,113.29,112.05,1.15K,1.10%
2001-02-16,112.29,113.06,113.14,112.03,0.14K,-0.86%
2001-02-20,112.85,111.85,113.29,111.82,0.51K,0.50%
2001-02-21,113.11,112.84,113.35,112.25,0.75K,0.23%
2001-02-22,113.31,112.84,113.65,112.67,1.03K,0.18%
2001-02-23,112.07,113.45,113.55,111.9,1.09K,-1.09%
2001-02-26,112.8,112.13,113.1,112.15,0.72K,0.65%
2001-02-27,112.38,112.99,113.02,111.94,0.57K,-0.37%
2001-02-28,112.0,112.26,112.45,111.7,0.76K,-0.34%
2001-03-01,111.29,112.01,112.01,111.23,0.67K,-0.63%
2001-03-02,111.2,111.4,111.52,110.81,0.73K,-0.08%
2001-03-05,111.6,111.1,111.7,111.2,0.34K,0.36%
2001-03-06,111.24,111.61,111.85,111.16,0.29K,-0.32%
2001-03-07,111.86,111.15,112.03,111.0,2.61K,0.56%
2001-03-08,111.53,111.82,111.82,111.32,0.42K,-0.30%
2001-03-09,111.48,111.38,111.7,111.0,0.99K,-0.04%
2001-03-12,112.05,111.42,112.14,111.5,0.78K,0.51%
2001-03-13,113.1,111.94,113.23,111.94,0.37K,0.94%
2001-03-14,113.76,113.06,113.84,112.8,0.58K,0.58%
2001-03-15,114.72,113.6,115.1,114.1,0.70K,0.84%
2001-03-16,115.24,114.84,115.38,115.08,0.15K,0.45%
2001-03-19,115.24,115.24,115.24,115.24,-,0.00%
2001-03-20,114.27,114.27,115.26,114.26,1.79K,-0.84%
2001-03-21,115.66,115.66,115.84,113.85,1.87K,1.22%
2001-03-22,116.48,115.56,116.9,115.62,1.48K,0.71%
2001-03-23,116.12,116.48,116.56,115.4,1.00K,-0.31%
2001-03-26,115.34,116.08,116.16,115.26,0.95K,-0.67%
2001-03-27,115.56,115.14,116.0,115.05,1.41K,0.19%
2001-03-28,116.12,115.45,116.27,115.5,0.77K,0.48%
2001-03-29,116.79,116.03,116.9,116.01,1.22K,0.58%
2001-03-30,117.63,116.7,117.78,116.6,1.33K,0.72%
2001-04-02,117.5,117.77,117.89,117.0,0.92K,-0.11%
2001-04-03,115.85,117.34,117.34,115.75,1.72K,-1.40%
2001-04-04,115.26,115.71,116.14,114.92,1.03K,-0.51%
2001-04-05,115.56,115.19,115.81,114.51,0.69K,0.26%
2001-04-06,114.9,115.59,115.95,114.69,0.74K,-0.57%
2001-04-09,115.4,114.79,115.4,114.8,0.45K,0.44%
2001-04-10,116.07,115.6,116.28,115.2,0.78K,0.58%
2001-04-11,116.22,116.0,116.75,115.72,1.78K,0.13%
2001-04-12,115.63,116.17,116.27,115.33,1.21K,-0.51%
2001-04-16,116.26,116.45,116.65,116.2,0.63K,0.54%
2001-04-17,116.62,116.11,116.95,115.83,1.62K,0.31%
2001-04-18,116.23,116.58,117.7,115.8,1.94K,-0.33%
2001-04-19,115.17,116.28,116.55,115.05,1.35K,-0.91%
2001-04-20,114.48,114.85,115.2,114.38,1.58K,-0.60%
2001-04-23,114.9,114.3,115.25,114.01,1.01K,0.37%
2001-04-24,115.34,115.0,115.51,114.6,0.68K,0.38%
2001-04-25,115.16,115.42,115.65,114.78,0.71K,-0.16%
2001-04-26,114.59,115.01,115.38,114.55,0.58K,-0.49%
2001-04-27,115.81,114.75,116.0,114.52,1.31K,1.06%
2001-04-30,115.95,115.78,116.28,115.72,0.86K,0.12%
2001-05-01,115.46,115.82,116.1,115.25,0.97K,-0.42%
2001-05-02,115.32,115.36,115.77,115.08,0.69K,-0.12%
2001-05-03,115.53,115.0,115.68,114.9,1.06K,0.18%
2001-05-04,115.09,115.45,115.45,114.38,1.18K,-0.38%
2001-05-07,115.49,115.28,115.49,115.27,0.53K,0.35%
2001-05-08,116.24,115.4,116.3,115.36,0.96K,0.65%
2001-05-09,116.22,116.1,116.46,116.06,0.46K,-0.02%
2001-05-10,116.52,116.06,116.8,115.55,1.76K,0.26%
2001-05-11,116.98,116.44,117.19,116.44,0.62K,0.39%
2001-05-14,117.22,117.1,117.45,117.06,0.58K,0.21%
2001-05-15,116.8,117.24,117.32,116.67,0.51K,-0.36%
2001-05-16,116.24,116.57,117.23,116.07,1.43K,-0.48%
2001-05-17,116.16,116.24,116.6,115.85,1.04K,-0.07%
2001-05-18,116.46,116.25,116.95,116.21,0.64K,0.26%
2001-05-21,116.58,116.4,116.97,116.3,0.33K,0.10%
2001-05-22,117.79,116.61,118.05,116.62,5.29K,1.04%
2001-05-23,118.41,117.83,118.5,117.67,1.40K,0.53%
2001-05-24,118.45,118.53,118.78,117.9,0.66K,0.03%
2001-05-25,118.26,118.4,118.64,117.89,0.58K,-0.16%
2001-05-29,118.28,118.08,118.7,118.06,0.49K,0.02%
2001-05-30,118.31,118.47,118.54,118.03,0.32K,0.03%
2001-05-31,119.19,118.34,119.33,118.34,1.09K,0.74%
2001-06-01,118.99,119.14,119.45,118.75,0.69K,-0.17%
2001-06-04,119.21,119.16,119.44,118.63,0.46K,0.18%
2001-06-05,118.78,119.29,119.6,118.7,0.51K,-0.36%
2001-06-06,119.42,118.7,119.68,118.54,0.83K,0.54%
2001-06-07,119.19,119.52,119.64,119.0,4.15K,-0.19%
2001-06-08,119.27,119.08,119.67,119.14,0.81K,0.07%
2001-06-11,120.12,119.35,120.33,119.28,2.64K,0.71%
2001-06-12,119.69,120.2,120.2,119.57,0.70K,-0.36%
2001-06-13,119.1,119.32,119.49,118.87,0.52K,-0.49%
2001-06-14,117.98,118.91,119.51,117.97,0.54K,-0.94%
2001-06-15,118.28,117.93,118.34,117.5,0.57K,0.25%
2001-06-18,118.71,118.46,119.0,118.4,0.39K,0.36%
2001-06-19,119.38,118.76,119.5,118.81,0.66K,0.56%
2001-06-20,119.44,119.43,119.94,119.27,0.79K,0.05%
2001-06-21,119.18,119.49,119.58,119.02,0.53K,-0.22%
2001-06-22,119.23,119.3,119.55,118.92,0.63K,0.04%
2001-06-25,118.55,119.08,119.09,118.4,0.59K,-0.57%
2001-06-26,118.32,118.68,118.74,118.14,0.70K,-0.19%
2001-06-27,118.68,118.33,118.84,118.11,0.48K,0.30%
2001-06-28,120.29,118.7,120.37,118.7,2.54K,1.36%
2001-06-29,119.75,120.3,120.3,119.72,1.20K,-0.45%
2001-07-02,119.96,119.7,120.18,119.7,1.57K,0.18%
2001-07-03,119.83,119.87,119.99,119.56,0.34K,-0.11%
2001-07-04,120.16,119.94,120.29,119.94,0.88K,0.28%
2001-07-05,121.21,120.55,121.29,120.46,4.77K,0.87%
2001-07-06,120.15,121.11,121.29,120.1,1.13K,-0.87%
2001-07-09,120.11,120.15,120.41,119.79,0.79K,-0.03%
2001-07-10,119.42,119.75,119.92,119.11,3.83K,-0.57%
2001-07-11,118.94,119.29,119.49,118.38,7.01K,-0.40%
2001-07-12,119.34,119.17,119.6,119.01,1.62K,0.34%
2001-07-13,119.62,119.46,119.83,119.16,0.51K,0.23%
2001-07-16,119.52,119.39,119.57,119.08,0.52K,-0.08%
2001-07-17,119.17,119.85,120.11,118.9,0.95K,-0.29%
2001-07-18,117.6,119.0,119.22,117.45,3.75K,-1.32%
2001-07-19,117.53,117.56,117.96,117.05,2.58K,-0.06%
2001-07-20,117.42,117.5,117.6,116.9,2.13K,-0.09%
2001-07-23,118.03,117.63,118.33,117.62,0.81K,0.52%
2001-07-24,117.31,117.93,117.93,117.25,0.80K,-0.61%
2001-07-25,116.81,117.51,117.65,116.68,1.44K,-0.43%
2001-07-26,116.93,116.78,117.32,116.58,1.24K,0.10%
2001-07-27,117.14,116.99,117.55,116.66,0.84K,0.18%
2001-07-30,117.41,117.03,117.67,116.99,0.30K,0.23%
2001-07-31,117.39,117.5,117.6,117.02,0.51K,-0.02%
2001-08-01,116.7,117.25,117.25,116.56,0.95K,-0.59%
2001-08-02,116.41,116.65,116.95,116.39,1.37K,-0.25%
2001-08-03,116.31,116.42,116.92,116.01,0.85K,-0.09%
2001-08-06,116.57,116.38,116.85,116.38,0.60K,0.22%
2001-08-07,117.02,116.6,117.21,116.6,0.59K,0.39%
2001-08-08,116.65,117.02,117.25,116.65,0.69K,-0.32%
2001-08-09,115.41,116.67,116.67,115.22,2.42K,-1.06%
2001-08-10,115.42,115.48,115.55,115.14,0.67K,0.01%
2001-08-13,115.16,115.45,115.54,114.8,0.90K,-0.23%
2001-08-14,114.48,115.15,115.58,114.44,1.14K,-0.59%
2001-08-15,113.26,114.52,114.52,113.17,1.45K,-1.07%
2001-08-16,113.2,113.23,113.7,112.56,0.97K,-0.05%
2001-08-17,113.13,113.47,113.63,113.04,0.55K,-0.06%
2001-08-20,113.5,113.17,113.76,113.0,0.92K,0.33%
2001-08-21,113.37,113.59,113.95,113.27,1.07K,-0.11%
2001-08-22,113.41,112.95,113.42,112.47,1.19K,0.04%
2001-08-23,113.19,113.41,113.7,113.05,0.82K,-0.19%
2001-08-24,113.45,113.3,113.9,113.14,0.58K,0.23%
